Date,Close,EMA50,EMA200,signalEMA,strategy_ret
2018-10-16,52.62318801879883,51.438413563010165,46.317104807189814,1,0.0
2018-10-17,52.39577865600586,51.47595729214725,46.37758912409346,1,-0.004321466854340539
2018-10-18,51.17109680175781,51.46400197879865,46.42528571790107,1,-0.023373674094786412
2018-10-19,51.9504280090332,51.48307750939609,46.48026225811134,1,0.015229910163829352
2018-10-22,52.26784896850586,51.51385286073373,46.53785018557795,1,0.006110074000111432
2018-10-23,52.76057434082031,51.562743899168495,46.59976783886395,1,0.009426930360408425
2018-10-24,50.95079803466797,51.53874602212926,46.64306167165802,1,-0.0343016794029124
2018-10-25,52.06650161743164,51.55944231998426,46.69702624823288,1,0.021897666490022782
2018-10-26,51.2374267578125,51.54681425872262,46.74220436275606,1,-0.015923383247657408
2018-10-29,50.275691986083984,51.496966326462285,46.7773634435852,1,-0.018770161434422006
2018-10-30,50.52678298950195,51.458919921091294,46.8146711007585,1,0.004994282395704763
2018-10-31,51.843841552734375,51.47401488703808,46.86471259779309,1,0.02606654303532574
2018-11-01,52.63975524902344,51.51973019535123,46.92217570875061,1,0.015352135807287226
2018-11-02,49.14813232421875,51.426726357267604,46.94432453079507,1,-0.06633053114108967
2018-11-05,47.75290298461914,51.28265485245787,46.95237008754954,1,-0.028388247398611344
2018-11-06,48.26930236816406,51.16448416679929,46.96547389133675,1,0.01081398933403599
2018-11-07,49.73322296142578,51.10835627639249,46.99301368307893,1,0.030328190411702538
2018-11-08,49.55970764160156,51.04762495738108,47.01855292644731,1,-0.0034889216803584144
2018-11-09,48.60411834716797,50.95180116874528,47.03432969680274,1,-0.01928157650452822
2018-11-12,46.155723571777344,50.76371969435438,47.025587347300004,1,-0.05037422462644647
2018-11-13,45.69457626342773,50.564929755886666,47.0123434559182,1,-0.009991118601628712
2018-11-14,44.40382385253906,50.32331775967696,46.98638803697911,1,-0.02824738768661561
2018-11-15,45.49965286254883,50.13415443037782,46.971594652158906,1,0.024678708159209695
2018-11-16,46.00358963012695,49.97217149703465,46.96196276139242,1,0.011075617853623765
2018-11-19,44.18037414550781,49.745042189131645,46.9342852627269,1,-0.0396320265283201
2018-11-20,42.06953048706055,49.4440417302269,46.88587974257102,1,-0.04777785836523729
2018-11-21,42.0219955444336,49.15298109548991,46.83748288487811,1,-0.0011299137897811118
2018-11-23,40.95466995239258,48.831478697721394,46.77894743281358,1,-0.025399212441314045
2018-11-26,41.5085334777832,48.544304375370885,46.72650550291279,1,0.013523818554378675
2018-11-27,41.41820907592773,48.264849657745664,46.67368663299254,1,-0.002176044159782675
2018-11-28,43.01084518432617,48.05881026663118,46.63724044942373,1,0.038452558522722
2018-11-29,42.68043518066406,47.84789359659325,46.59786925271966,1,-0.007682016064695096
2018-11-30,42.44986724853516,47.636206288826266,46.55659560093673,1,-0.005402192624159419
2018-12-03,43.93315887451172,47.49098874316687,46.53049175291261,1,0.03494219704603996
2018-12-04,42.00059509277344,47.275679188249484,46.48541815430426,1,-0.04398872813262422
2018-12-06,41.53231048583984,47.05044904305695,46.43613350088671,1,-0.011149475522887808
2018-12-07,40.051395416259766,46.77597635181,46.372603768701374,1,-0.03565693919400359
2018-12-10,40.31525802612305,46.52261484884189,46.3123316717603,1,0.006588100292659549
2018-12-11,40.08467483520508,46.270146613013,46.25036493706821,1,-0.005719501801738636
2018-12-12,40.19639205932617,46.031960159927245,46.19012640097127,-1,0.0027870308186452863
2018-12-13,40.63614654541016,45.82035962602462,46.134862919821416,-1,-0.01094014819625988
2018-12-14,39.33589172363281,45.566066767107294,46.06721146513298,-1,0.03199749317579459
2018-12-17,38.96980667114258,45.30738990059887,45.9965905219092,-1,0.009306641757667156
2018-12-18,39.47613906860352,45.07871339738337,45.931710407945964,-1,-0.0129929409641103
2018-12-19,38.24481964111328,44.810717563804154,45.8552239326541,-1,0.031191485706096977
2018-12-20,37.27971649169922,44.5153841884275,45.769895500405795,-1,0.025234872551904375
2018-12-21,35.82969284057617,44.17476884145294,45.670988011253264,-1,0.03889577999998772
2018-12-24,34.90265274047852,43.811156445336294,45.563840396618694,-1,0.025873515137919356
2018-12-26,37.36054229736328,43.558191184631475,45.48221553990969,-1,-0.07042128216329546
2018-12-27,37.118072509765625,43.30563751110732,45.39899023612716,-1,0.006489996469209891
2018-12-28,37.137088775634766,43.063733639128,45.3167822613959,-1,-0.0005123182477790866
2018-12-31,37.49602508544922,42.845392127219036,45.23896378203325,-1,-0.00966517090187069
2019-01-02,37.53881454467773,42.637291045550754,45.16234538166156,-1,-0.00114117320785323
2019-01-03,33.79967498779297,42.29071786681516,45.04928398470765,-1,0.09960728920820161
2019-01-04,35.24256134033203,42.01431957165896,44.951704654912874,-1,-0.04268935583138522
2019-01-07,35.16412734985352,41.74568458256855,44.85431582600682,-1,0.002225547392003757
2019-01-08,35.83445739746094,41.513871751780016,44.76456599089691,-1,-0.019062894436087996
2019-01-09,36.442989349365234,41.31501361835199,44.68176423326973,-1,-0.016981754325305243
2019-01-10,36.55945587158203,41.128521157694344,44.600945244596225,-1,-0.003195855342718268
2019-01-11,36.20052719116211,40.93526649234014,44.51735899530832,-1,0.009817670199487871
2019-01-14,35.65617370605469,40.728243245819144,44.42918799740531,-1,0.015037170100669628
2019-01-15,36.38593673706055,40.557956716063906,44.34915564655611,-1,-0.02046666692343213
2019-01-16,36.830448150634766,40.41177990957649,44.27434263664645,-1,-0.012216571935097731
2019-01-17,37.04914855957031,40.279912013497814,44.20245015826759,-1,-0.005938032793982639
2019-01-18,37.27734756469727,40.162164388054656,44.13354366479923,-1,-0.006159358959627603
2019-01-22,36.44061279296875,40.016221188247364,44.05699708896012,-1,0.02244619927091951
2019-01-23,36.587982177734375,39.88178044273705,43.982678532629514,-1,-0.0040440973263231594
2019-01-24,36.2979736328125,39.7412389992106,43.906213807258204,-1,0.007926333393109553
2019-01-25,37.50078582763672,39.653378090521436,43.842478205470925,-1,-0.03313717198077715
2019-01-28,37.15372848510742,39.55535261579932,43.775923481885215,-1,0.009254668532133192
2019-01-29,36.76864242553711,39.44606986324002,43.706199292269815,-1,0.010364667969317565
2019-01-30,39.28121566772461,39.439604992827654,43.662169604463394,-1,-0.0683346753222096
2019-01-31,39.564090728759766,39.44448678639362,43.62139270022754,-1,-0.007201280719720149
2019-02-01,39.583099365234375,39.449922573799135,43.58121067699378,-1,-0.00048045174612831865
2019-02-04,40.70745468139648,39.4992375584108,43.552616089972915,-1,-0.0284049337771064
2019-02-05,41.4039421081543,39.57393185447918,43.531236249357804,-1,-0.01710957936842261
2019-02-06,41.41820907592773,39.64625645139873,43.51021110335353,-1,-0.0003445799372476799
2019-02-07,40.633766174316406,39.6849823228857,43.481589760776046,-1,0.018939565932782898
2019-02-08,40.6815185546875,39.724062175113225,43.45372835574034,-1,-0.0011751896234830639
2019-02-11,40.447566986083984,39.75243491279836,43.423816302310925,-1,0.005750807170312955
2019-02-12,40.79610443115234,39.793363129204394,43.39766991553323,-1,-0.008617018798393161
2019-02-13,40.62661361694336,39.82603961891965,43.370097216044776,-1,0.0041545833008397315
2019-02-14,40.77462387084961,39.863239001348276,43.344271610619955,-1,-0.003643184620352402
2019-02-15,40.68390655517578,39.895422042674845,43.31780031653594,-1,0.0022248473943295988
2019-02-19,40.8056640625,39.931117808158184,43.29280393589877,-1,-0.0029927683360271295
