Date,Close,SMA50,SMA200,signalSMA,strategy_ret
2019-02-11,2709.800048828125,2616.004609375,2742.9804028320314,0,0.0
2019-02-12,2744.72998046875,2616.023408203125,2743.3693530273435,0,0.0
2019-02-13,2753.030029296875,2616.3280078125,2743.7849536132812,0,0.0
2019-02-14,2745.72998046875,2616.039208984375,2744.273353271484,0,-0.0
2019-02-15,2775.60009765625,2615.74380859375,2744.877353515625,0,0.0
2019-02-19,2779.760009765625,2617.3378076171875,2745.5978039550782,0,0.0
2019-02-20,2784.699951171875,2619.1128076171876,2746.372653808594,0,0.0
2019-02-21,2774.8798828125,2621.9488037109377,2746.929953613281,0,-0.0
2019-02-22,2792.669921875,2625.047802734375,2747.5301538085937,0,0.0
2019-02-25,2796.110107421875,2628.234404296875,2748.1511047363283,0,0.0
2019-02-26,2793.89990234375,2631.0910009765626,2748.6316540527346,0,-0.0
2019-02-27,2792.3798828125,2633.9277978515624,2748.978203125,0,-0.0
2019-02-28,2784.489990234375,2637.6185986328123,2749.262053222656,0,-0.0
2019-03-01,2803.68994140625,2642.7735986328125,2749.629853515625,0,0.0
2019-03-04,2792.81005859375,2647.7066015625,2750.0366540527343,0,-0.0
2019-03-05,2789.64990234375,2653.360400390625,2750.3726037597658,0,-0.0
2019-03-06,2771.449951171875,2659.4410009765625,2750.6292041015627,0,-0.0
2019-03-07,2748.929931640625,2666.087197265625,2750.80900390625,0,-0.0
2019-03-08,2743.070068359375,2673.9265966796875,2750.859304199219,0,-0.0
2019-03-11,2783.300048828125,2680.2385986328127,2751.153604736328,0,0.0
2019-03-12,2791.52001953125,2686.2923974609375,2751.444754638672,0,0.0
2019-03-13,2810.919921875,2692.79599609375,2751.8605541992188,0,0.0
2019-03-14,2808.47998046875,2698.82859375,2752.2963037109375,0,-0.0
2019-03-15,2822.47998046875,2705.0775927734376,2752.959403076172,0,0.0
2019-03-18,2832.93994140625,2712.77859375,2753.504052734375,0,0.0
2019-03-19,2832.570068359375,2718.7911962890626,2754.1405529785156,0,-0.0
2019-03-20,2824.22998046875,2724.2819970703126,2754.5886022949217,0,-0.0
2019-03-21,2854.8798828125,2729.891396484375,2755.128651123047,0,0.0
2019-03-22,2800.7099609375,2734.206396484375,2755.388200683594,0,-0.0
2019-03-25,2798.360107421875,2738.24080078125,2755.518250732422,0,-0.0
2019-03-26,2818.4599609375,2742.6847998046874,2755.758699951172,0,0.0
2019-03-27,2805.3701171875,2747.14,2755.890400390625,0,-0.0
2019-03-28,2815.43994140625,2751.2427978515625,2756.057600097656,0,0.0
2019-03-29,2834.39990234375,2755.6087939453123,2756.2953491210938,0,0.0
2019-04-01,2867.18994140625,2760.2333935546876,2756.7531494140626,1,0.0
2019-04-02,2867.239990234375,2764.163994140625,2757.1768994140625,1,1.745570720723677e-05
2019-04-03,2873.39990234375,2768.973994140625,2757.6455993652344,1,0.002148376881724312
2019-04-04,2879.389892578125,2773.78779296875,2758.173798828125,1,0.0020846350796801527
2019-04-05,2892.739990234375,2778.7959912109377,2758.8245483398437,1,0.004636432770241061
2019-04-08,2895.77001953125,2783.41619140625,2759.4667980957033,1,0.0010474599539205265
2019-04-09,2878.199951171875,2788.1031884765625,2760.1089978027344,1,-0.006067494393846573
2019-04-10,2888.2099609375,2793.0673876953124,2760.7756481933593,1,0.0034778715639784963
2019-04-11,2888.320068359375,2797.2127880859375,2761.6318981933596,1,3.8123067008344336e-05
2019-04-12,2907.409912109375,2801.278984375,2762.5536474609376,1,0.006609324208602496
2019-04-15,2905.580078125,2805.2599853515626,2763.5833984375,1,-0.0006293691084816588
2019-04-16,2907.06005859375,2808.9037841796876,2764.5371484375,1,0.0005093580038946222
2019-04-17,2900.449951171875,2812.1587841796877,2765.4475476074217,1,-0.0022738117853239315
2019-04-18,2905.030029296875,2815.6271826171874,2766.339147949219,1,0.0015790922795098083
2019-04-22,2907.969970703125,2819.6655810546877,2767.312897949219,1,0.001012017561471401
2019-04-23,2933.679931640625,2824.18158203125,2768.2982470703123,1,0.008841205788409079
2019-04-24,2927.25,2828.5305810546874,2769.135396728516,1,-0.002191763174733685
2019-04-25,2926.169921875,2832.1593798828126,2769.8453967285154,1,-0.0003689736527457965
2019-04-26,2939.8798828125,2835.896376953125,2770.575595703125,1,0.0046852921407636305
2019-04-29,2943.030029296875,2839.8423779296877,2771.420645751953,1,0.001071522174355355
2019-04-30,2945.830078125,2843.2469775390623,2772.158345947266,1,0.0009514170090862972
2019-05-01,2923.72998046875,2846.126376953125,2772.7704455566404,1,-0.007502163081421376
2019-05-02,2917.52001953125,2848.7827783203124,2773.365895996094,1,-0.0021239857917741967
2019-05-03,2945.639892578125,2852.197978515625,2774.0463452148438,1,0.009638279380647763
2019-05-06,2932.469970703125,2854.9939794921875,2774.6305944824217,1,-0.004470988428756373
2019-05-07,2884.050048828125,2856.7527783203127,2775.0283947753906,1,-0.016511651392423388
2019-05-08,2879.419921875,2858.4631787109374,2775.416343994141,1,-0.0016054253132695706
2019-05-09,2870.719970703125,2860.02998046875,2775.7350439453126,1,-0.0030214249424966866
2019-05-10,2881.39990234375,2861.9681787109375,2776.0400439453124,1,0.0037202972597878414
2019-05-13,2811.8701171875,2862.1317822265623,2775.8690441894532,0,-0.02413055719884427
2019-05-14,2834.409912109375,2862.963779296875,2775.853894042969,0,0.0
2019-05-15,2850.9599609375,2864.18998046875,2776.0145935058595,0,0.0
2019-05-16,2876.320068359375,2866.2873828125,2776.383193359375,1,0.0
2019-05-17,2859.530029296875,2868.499384765625,2776.599393310547,0,-0.005837333350761975
2019-05-20,2840.22998046875,2870.4425830078126,2776.7337426757813,0,-0.0
2019-05-21,2864.360107421875,2872.0637841796874,2776.919443359375,0,0.0
2019-05-22,2856.27001953125,2873.3587841796875,2776.99904296875,0,-0.0
2019-05-23,2822.239990234375,2873.585185546875,2776.858243408203,0,-0.0
2019-05-24,2826.06005859375,2873.936787109375,2776.6962939453124,0,0.0
2019-05-28,2802.389892578125,2873.5349853515627,2776.4197436523436,0,-0.0
2019-05-29,2783.02001953125,2872.5365869140624,2776.066943359375,0,-0.0
2019-05-30,2788.860107421875,2871.6623876953126,2775.84484375,0,0.0
2019-05-31,2752.06005859375,2870.2189892578126,2775.4954943847656,0,-0.0
2019-06-03,2744.449951171875,2868.010390625,2775.0179443359375,0,-0.0
2019-06-04,2803.27001953125,2868.061591796875,2774.9424438476562,0,0.0
2019-06-05,2826.14990234375,2868.6173876953126,2774.869743652344,0,0.0
2019-06-06,2843.489990234375,2869.11798828125,2774.836544189453,0,0.0
2019-06-07,2873.340087890625,2870.4773876953127,2774.9179943847657,1,0.0
2019-06-10,2886.72998046875,2871.9031884765627,2775.0368444824217,1,0.0046600444669098184
2019-06-11,2885.719970703125,2872.92958984375,2775.1563439941406,1,-0.00034988023558091275
2019-06-12,2879.840087890625,2873.1825927734376,2775.27064453125,1,-0.0020375791387226005
2019-06-13,2891.639892578125,2873.6705908203126,2775.3553942871094,1,0.004097381912668174
2019-06-14,2886.97998046875,2873.9421923828127,2775.3065942382814,1,-0.001611511904139773
2019-06-17,2889.669921875,2874.14779296875,2775.26734375,1,0.0009317492412306283
2019-06-18,2917.75,2874.6479931640624,2775.2858935546874,1,0.009717399870633026
2019-06-19,2926.4599609375,2875.2617919921877,2775.4125439453123,1,0.002985163546397107
2019-06-20,2954.179931640625,2876.7813916015625,2775.6758435058596,1,0.009472185190685156
2019-06-21,2950.4599609375,2878.0263916015624,2775.944543457031,1,-0.0012592227925193322
2019-06-24,2945.35009765625,2879.1669921875,2776.228293457031,1,-0.0017318870104667816
2019-06-25,2917.3798828125,2879.3663916015626,2776.424942626953,1,-0.009496397343734198
2019-06-26,2913.780029296875,2879.530390625,2776.6354431152345,1,-0.0012339337557076835
2019-06-27,2924.919921875,2879.887587890625,2776.874393310547,1,0.003823175554131808
2019-06-28,2941.760009765625,2880.7137890625,2777.1437438964845,1,0.0057574526279098315
2019-07-01,2964.330078125,2881.8997900390623,2777.5207946777346,1,0.007672301032188189
2019-07-02,2973.010009765625,2883.2005908203123,2777.8649450683592,1,0.002928125887423194
2019-07-03,2995.820068359375,2884.4433935546876,2778.3191455078127,1,0.007672378673070135
2019-07-05,2990.409912109375,2885.706591796875,2778.8271948242186,1,-0.00180590159841032
2019-07-08,2975.949951171875,2886.7021923828124,2779.1853942871094,1,-0.004835444424841517
2019-07-09,2979.6298828125,2887.4971923828125,2779.5437939453127,1,0.0012365569653400854
2019-07-10,2993.070068359375,2888.4979931640623,2779.8553942871094,1,0.0045106896075925995
2019-07-11,2999.909912109375,2889.57958984375,2780.2065942382815,1,0.002285226738359958
2019-07-12,3013.77001953125,2891.380390625,2780.67859375,1,0.004620174547884881
2019-07-15,3014.300048828125,2893.3159912109377,2781.172293701172,1,0.00017586919155743175
2019-07-16,3004.0400390625,2894.483994140625,2781.6626440429686,1,-0.003403778522185874
2019-07-17,2984.419921875,2895.5229931640624,2782.014743652344,1,-0.006531243569450895
2019-07-18,2995.110107421875,2897.7441943359377,2782.4203942871095,1,0.003581997784064761
2019-07-19,2976.610107421875,2899.687998046875,2782.6804943847656,1,-0.00617673452276668
2019-07-22,2985.030029296875,2901.97419921875,2782.988494873047,1,0.002828694915066654
2019-07-23,3005.469970703125,2904.4556005859376,2783.3882946777344,1,0.006847482673755456
2019-07-24,3019.56005859375,2908.6093994140624,2783.978044433594,1,0.004688147952890187
2019-07-25,3003.669921875,2911.994599609375,2784.568543701172,1,-0.005262401280453521
2019-07-26,3025.860107421875,2915.4926025390623,2785.275694580078,1,0.007387691099234761
2019-07-29,3020.969970703125,2918.3856005859375,2785.978843994141,1,-0.0016161146071345112
2019-07-30,3013.179931640625,2921.4585986328125,2787.1163439941406,1,-0.0025786549148275606
2019-07-31,2980.3798828125,2924.2615966796875,2788.3763928222656,1,-0.010885526112695776
2019-08-01,2953.56005859375,2926.045595703125,2789.308543701172,1,-0.00899879386967306
2019-08-02,2932.050048828125,2927.5611962890625,2790.21484375,1,-0.007282739927037873
2019-08-05,2844.739990234375,2928.0111962890624,2790.388944091797,0,-0.0297778200029859
2019-08-06,2881.77001953125,2929.1253955078123,2790.7517443847655,0,0.0
2019-08-07,2883.97998046875,2930.757197265625,2791.327744140625,0,0.0
2019-08-08,2938.090087890625,2933.8585986328126,2792.179294433594,1,0.0
2019-08-09,2918.64990234375,2936.45439453125,2792.99314453125,0,-0.00661660635492356
2019-08-12,2882.699951171875,2939.0671923828127,2793.703194580078,0,-0.0
2019-08-13,2926.320068359375,2942.7045947265624,2795.054294433594,0,0.0
2019-08-14,2840.60009765625,2943.4511962890624,2795.729444580078,0,-0.0
2019-08-15,2847.60009765625,2943.8802001953127,2796.6739953613283,0,0.0
2019-08-16,2888.679931640625,2944.7839990234374,2797.9111450195314,0,0.0
2019-08-19,2923.64990234375,2945.7901953125,2799.1162451171876,0,0.0
2019-08-20,2900.510009765625,2946.0657958984375,2800.060095214844,0,-0.0
2019-08-21,2924.429931640625,2946.8399951171873,2800.9803942871094,0,0.0
2019-08-22,2922.949951171875,2947.7021923828124,2801.97984375,0,-0.0
2019-08-23,2847.110107421875,2946.8115966796877,2802.5238439941404,0,-0.0
2019-08-26,2878.3798828125,2946.6395947265623,2803.1384936523436,0,0.0
2019-08-27,2869.159912109375,2946.22939453125,2803.41484375,0,-0.0
2019-08-28,2887.93994140625,2945.633193359375,2803.8203930664063,0,0.0
2019-08-29,2924.580078125,2945.595595703125,2804.538243408203,0,0.0
2019-08-30,2926.4599609375,2945.0411962890626,2805.539443359375,0,0.0
2019-09-03,2906.27001953125,2944.1573974609373,2806.459893798828,0,-0.0
2019-09-04,2937.780029296875,2944.00599609375,2807.6408935546874,0,0.0
2019-09-05,2976.0,2945.1783984375,2808.8698937988283,1,0.0
2019-09-06,2978.7099609375,2946.4769970703123,2810.0820935058596,1,0.0009106051537297599
2019-09-09,2978.429931640625,2947.547197265625,2811.5205932617187,1,-9.401025965849463e-05
2019-09-10,2979.389892578125,2948.299794921875,2813.2080932617187,1,0.0003223043548219451
2019-09-11,3000.929931640625,2949.0317919921877,2814.9630932617188,1,0.007229681189480308
2019-09-12,3009.570068359375,2949.7629931640627,2816.8481433105467,1,0.002879153101061016
2019-09-13,3007.389892578125,2949.9943896484374,2818.5178430175783,1,-0.0007244143620946941
2019-09-16,2997.9599609375,2950.145390625,2820.0967932128906,1,-0.0031355866640028207
2019-09-17,3005.699951171875,2950.740390625,2821.4063427734377,1,0.0025817523700197853
2019-09-18,3006.72998046875,2951.282392578125,2822.7509924316405,1,0.00034269198975556137
2019-09-19,3006.7900390625,2951.5567919921873,2823.9840930175783,1,1.997472142156731e-05
2019-09-20,2992.070068359375,2951.3999951171877,2824.9925927734375,1,-0.0048955765157830955
2019-09-23,2991.780029296875,2950.9601953125,2826.4511926269533,1,-9.693591923765066e-05
2019-09-24,2966.60009765625,2950.0061962890627,2827.804443359375,1,-0.008416371322106486
2019-09-25,2984.8701171875,2949.6227978515626,2829.5633935546875,1,0.006158571742003405
2019-09-26,2977.6201171875,2949.4868017578124,2831.2628942871092,1,-0.002428916406865711
2019-09-27,2961.7900390625,2948.820400390625,2832.8879443359374,1,-0.005316352490240539
2019-09-30,2976.739990234375,2948.822998046875,2834.5162939453126,1,0.005047606675254723
2019-10-01,2940.25,2947.9273974609373,2835.96484375,0,-0.012258373372913245
2019-10-02,2887.610107421875,2945.5702001953123,2837.40314453125,0,-0.0
2019-10-03,2910.6298828125,2943.3915966796876,2839.2265942382815,0,0.0
2019-10-04,2952.010009765625,2942.3583984375,2841.2558447265624,1,0.0
2019-10-07,2938.7900390625,2940.6169970703127,2843.4149951171876,0,-0.004478294673592398
2019-10-08,2893.06005859375,2938.058798828125,2845.543195800781,0,-0.0
2019-10-09,2919.39990234375,2936.1831982421877,2848.0570947265624,0,0.0
2019-10-10,2938.1298828125,2935.3381982421874,2850.992243652344,1,0.0
2019-10-11,2970.27001953125,2935.6723974609376,2853.5050939941407,1,0.010938977513132997
2019-10-14,2966.14990234375,2936.35439453125,2855.8916931152344,1,-0.0013871187334510982
2019-10-15,2995.679931640625,2939.373193359375,2858.4413928222657,1,0.009955676641137279
2019-10-16,2989.68994140625,2941.531591796875,2860.855592041016,1,-0.0019995427986508885
2019-10-17,2997.949951171875,2943.8109912109376,2863.2951916503907,1,0.0027628315736780706
2019-10-18,2986.199951171875,2944.7731884765626,2865.9867419433594,1,-0.003919344949506964
2019-10-21,3006.719970703125,2946.53458984375,2868.3606420898436,1,0.006871616056117524
2019-10-22,2995.989990234375,2948.800390625,2870.592142333984,1,-0.003568666378412577
2019-10-23,3004.52001953125,2950.3643896484373,2872.742692871094,1,0.0028471487971184484
2019-10-24,3010.2900390625,2953.7581884765623,2874.8693432617188,1,0.0019204463587332299
2019-10-25,3022.550048828125,2957.2571875,2876.998894042969,1,0.004072700506109195
2019-10-28,3039.419921875,2960.2719873046876,2879.2146936035156,1,0.005581337868471481
2019-10-29,3036.889892578125,2962.536787109375,2881.486092529297,1,-0.0008324053147991117
2019-10-30,3046.77001953125,2965.4619873046877,2883.6684423828124,1,0.00325337015914573
2019-10-31,3037.56005859375,2967.72458984375,2885.7757421875,1,-0.0030228605633046968
2019-11-01,3066.909912109375,2970.6037890625,2887.9304919433594,1,0.009662312168146059
2019-11-04,3078.27001953125,2975.2269873046876,2889.968292236328,1,0.003704089049704651
2019-11-05,3074.6201171875,2979.1517919921876,2892.176893310547,1,-0.001185699214361291
2019-11-06,3076.780029296875,2983.3041943359376,2894.367293701172,1,0.0007024972279667807
2019-11-07,3085.179931640625,2987.248994140625,2896.58154296875,1,0.0027300951851503275
2019-11-08,3093.080078125,2990.618994140625,2898.7231433105467,1,0.0025606760900243053
2019-11-11,3087.010009765625,2993.8299951171875,2900.938942871094,1,-0.0019624672514313435
2019-11-12,3091.840087890625,2997.541396484375,2903.198143310547,1,0.0015646460846321375
2019-11-13,3094.0400390625,3000.6665966796877,2905.263093261719,1,0.0007115345908383919
2019-11-14,3096.6298828125,3003.0791943359377,2907.2257421875,1,0.0008370427393644686
2019-11-15,3120.4599609375,3005.9141943359373,2909.2953918457033,1,0.007695488006902673
2019-11-18,3122.030029296875,3008.7861962890624,2911.28119140625,1,0.0005031528617669423
2019-11-19,3120.179931640625,3011.6019970703123,2913.1935913085936,1,-0.0005925944462060739
2019-11-20,3108.4599609375,3013.75259765625,2915.077840576172,1,-0.003756184245747196
2019-11-21,3103.5400390625,3015.6319970703125,2917.0652905273437,1,-0.0015827522106851566
2019-11-22,3110.2900390625,3017.69,2919.0773413085935,1,0.0021749356911917594
2019-11-25,3133.639892578125,3020.4035986328126,2921.1965405273436,1,0.007507291353015866
2019-11-26,3140.52001953125,3023.1,2923.1754907226564,1,0.0021955703874654287
2019-11-27,3153.6298828125,3026.037998046875,2925.1784899902345,1,0.004174424362754614
2019-11-29,3140.97998046875,3028.721796875,2927.1547399902342,1,-0.004011219709926239
2019-12-02,3113.8701171875,3031.1577978515625,2928.846090087891,1,-0.008631020716408422
2019-12-03,3093.199951171875,3033.1861962890625,2930.413289794922,1,-0.00663809511563529
2019-12-04,3112.760009765625,3036.10939453125,2932.053590087891,1,0.00632356747139462
2019-12-05,3117.429931640625,3038.7605908203127,2933.766340332031,1,0.0015002511791302187
2019-12-06,3145.909912109375,3042.12638671875,2935.532540283203,1,0.009135724328457329
2019-12-09,3135.9599609375,3045.60978515625,2937.2317895507813,1,-0.00316282139344648
2019-12-10,3132.52001953125,3048.7253857421874,2938.9248901367187,1,-0.0010969340964486207
2019-12-11,3141.6298828125,3052.7529833984377,2940.671140136719,1,0.002908158040315856
2019-12-12,3168.570068359375,3058.3721826171877,2942.5915405273436,1,0.008575225775086182
2019-12-13,3168.800048828125,3063.5355859375,2944.417091064453,1,7.258178414493166e-05
2019-12-16,3191.449951171875,3068.324384765625,2946.410290527344,1,0.007147785279833618
2019-12-17,3192.52001953125,3073.398984375,2948.4246411132813,1,0.00033529222633799094
2019-12-18,3191.139892578125,3079.3605810546874,2950.5230908203125,1,-0.00043230017186479675
2019-12-19,3205.3701171875,3085.0799853515623,2952.805291748047,1,0.004459292004863613
2019-12-20,3221.219970703125,3090.741787109375,2955.1960412597655,1,0.004944781081796634
2019-12-23,3224.010009765625,3095.8165869140626,2957.399591064453,1,0.0008661436002121992
2019-12-24,3223.3798828125,3100.9611865234374,2959.5588903808593,1,-0.00019544819997963092
2019-12-26,3239.909912109375,3105.8457861328125,2961.703840332031,1,0.005128166675301138
2019-12-27,3240.02001953125,3110.8523876953127,2963.8615405273435,1,3.398471712534601e-05
2019-12-30,3221.2900390625,3115.319189453125,2965.8555908203125,1,-0.005780822450430323
2019-12-31,3230.780029296875,3120.210791015625,2967.8447912597658,1,0.0029460216619106028
2020-01-02,3257.85009765625,3125.2333935546876,2969.97119140625,1,0.008378802677341701
2020-01-03,3234.85009765625,3130.010595703125,2972.0242919921875,1,-0.007059870562045378
2020-01-06,3246.280029296875,3134.8457958984377,2973.9812927246094,1,0.0035333728907271933
2020-01-07,3237.179931640625,3139.38359375,2976.163642578125,1,-0.0028032386528962228
2020-01-08,3253.050048828125,3143.99359375,2978.4370922851563,1,0.004902451368978156
2020-01-09,3274.699951171875,3148.6991943359376,2980.718292236328,1,0.006655262605488987
2020-01-10,3265.35009765625,3153.2683984375,2983.018192138672,1,-0.002855178689662563
2020-01-13,3288.1298828125,3158.095595703125,2985.381641845703,1,0.006976215252569862
2020-01-14,3283.14990234375,3163.007392578125,2987.6253918457032,1,-0.001514532772802224
2020-01-15,3289.2900390625,3167.4549951171875,2989.7358923339843,1,0.0018701968845122874
2020-01-16,3316.81005859375,3172.2257958984374,2991.9837426757813,1,0.00836655302646827
2020-01-17,3329.6201171875,3177.3257958984377,2994.26484375,1,0.003862162248501333
2020-01-21,3320.7900390625,3182.20599609375,2996.471844482422,1,-0.0026519776473655776
2020-01-22,3321.75,3186.9373974609375,2998.61689453125,1,0.0002890760711180551
2020-01-23,3325.5400390625,3191.5865966796873,3000.7657446289063,1,0.0011409766124783616
2020-01-24,3295.469970703125,3195.7557958984376,3002.8520947265624,1,-0.009042160974207403
2020-01-27,3243.6298828125,3198.791591796875,3004.6291943359374,1,-0.015730711659182384
2020-01-28,3276.239990234375,3202.4355908203124,3006.5687939453123,1,0.010053584595046017
2020-01-29,3273.39990234375,3205.9709912109374,3008.3987438964846,1,-0.0008668741908683941
2020-01-30,3283.659912109375,3209.234990234375,3010.2891430664063,1,0.003134358792605374
2020-01-31,3225.52001953125,3211.3047900390625,3011.881442871094,1,-0.01770582037552626
2020-02-03,3248.919921875,3213.87958984375,3013.6237927246093,1,0.007254613892351713
2020-02-04,3297.590087890625,3217.6621923828125,3015.5865930175783,1,0.014980414164082134
2020-02-05,3334.68994140625,3222.2851904296876,3017.720192871094,1,0.01125059589785371
2020-02-06,3345.780029296875,3226.994990234375,3019.780693359375,1,0.003325672876785646
2020-02-07,3327.7099609375,3230.8763916015623,3021.7829931640626,1,-0.005400853672730133
2020-02-10,3352.090087890625,3235.10779296875,3023.9125939941405,1,0.007326397804890528
2020-02-11,3357.75,3239.1901953125,3026.001944580078,1,0.0016884725532351208
2020-02-12,3379.449951171875,3243.9595947265625,3028.1840441894533,1,0.006462646466197652
2020-02-13,3373.93994140625,3249.1609912109375,3030.3245935058594,1,-0.0016304457368023773
2020-02-14,3380.159912109375,3254.9001904296874,3032.6067431640627,1,0.0018435333204338544
2020-02-18,3370.2900390625,3260.050791015625,3034.8705932617186,1,-0.002919942636890105
2020-02-19,3386.14990234375,3265.4251904296875,3037.073143310547,1,0.004705785881164548
2020-02-20,3373.22998046875,3269.971591796875,3039.276943359375,1,-0.00381551976362815
