Date,Close,forecast_return,signal,market_ret,strategy_ret,strategy_eq,market_eq
2021-12-31,4766.18017578125,0.021253689040986706,1.0,-0.0026296343734735217,-0.0,1.0,0.9973703656265265
2022-01-03,4796.56005859375,0.021253689040986706,1.0,0.006353824170387767,0.006353824170387767,1.0063538241703878,1.0037074815624727
2022-01-04,4793.5400390625,0.021253689040986706,1.0,-0.0006298202522039276,-0.0006298202522039276,1.0057200021510424,1.003075326263296
2022-01-05,4700.580078125,0.021253689040986706,1.0,-0.019583264304500858,-0.019583264304500858,0.9860247215325953,0.9834318370317585
2022-01-06,4696.0498046875,0.021253689040986706,1.0,-0.000964233740180731,-0.000964233740180731,0.9850739632274413,0.9824835788733246
2022-01-07,4677.02978515625,0.021253689040986706,1.0,-0.004058441082335662,-0.004058441082335662,0.9810760985859399,0.9784962271541049
2022-01-10,4670.2900390625,0.021253689040986706,1.0,-0.0014420705375393084,-0.0014420705375393084,0.9796613176490852,0.9770851665738326
2022-01-11,4713.06982421875,0.021253689040986706,1.0,0.00911828645239865,0.00911828645239865,0.9885941501697438,0.9859945090110425
2022-01-12,4726.35009765625,0.021253689040986706,1.0,0.002813792014666916,0.002813792014666916,0.9913758484952379,0.9887688924870032
2022-01-13,4659.02978515625,0.021253689040986706,1.0,-0.014346029234399538,-0.014346029234399538,0.9771535415904475,0.9745839850493198
2022-01-14,4662.85009765625,0.021253689040986706,1.0,0.0008196442695904693,0.0008196442695904693,0.9779544598913222,0.9753827972279001
2022-01-18,4577.10986328125,0.021253689040986706,1.0,-0.018559105398008313,-0.018559105398008313,0.9598044999957469,0.9572805650907433
2022-01-19,4532.759765625,0.021253689040986706,1.0,-0.009736790941460072,-0.009736790941460072,0.9504590842346157,0.947959724356132
2022-01-20,4482.72998046875,0.021253689040986706,1.0,-0.011098742304332276,-0.011098742304332276,0.939910183787884,0.9374385636606174
2022-01-21,4397.93994140625,0.021253689040986706,1.0,-0.01909599532463524,-0.01909599532463524,0.9219616633126936,0.9195372412318215
2022-01-24,4410.1298828125,0.021253689040986706,1.0,0.0027679047582704897,0.0027679047582704897,0.9245135653875197,0.9220824327372339
2022-01-25,4356.4501953125,0.021253689040986706,1.0,-0.012246590556866721,-0.012246590556866721,0.9131914262879497,0.9107900667238213
2022-01-26,4349.93017578125,0.021253689040986706,1.0,-0.0014977569258860512,-0.0014977569258860512,0.9118236875045671,0.9094259245933575
2022-01-27,4326.509765625,0.021253689040986706,1.0,-0.005398635199970414,-0.005398635199970414,0.9069010840490381,0.9045162657850822
2022-01-28,4431.85009765625,0.021253689040986706,1.0,0.024055967914735632,0.024055967914735632,0.9287174674287607,0.9262752800531646
2022-01-31,4515.5498046875,6.274711028981191,1.0,0.01870982622298456,0.01870982622298456,0.9460936098546031,0.9436057295776057
2022-02-01,4546.5400390625,6.274711028981191,1.0,0.00683956034831823,0.00683956034831823,0.952564474194362,0.9500595779100706
2022-02-02,4589.3798828125,6.274711028981191,1.0,0.009378400448323276,0.009378400448323276,0.9614980052862032,0.9589696170814762
2022-02-03,4477.43994140625,6.274711028981191,1.0,-0.02469347172011993,-0.02469347172011993,0.9377552814837167,0.9352893279616206
2022-02-04,4500.52978515625,6.274711028981191,1.0,0.005143678439862853,0.005143678439862853,0.942578793106952,0.9401001555128906
2022-02-07,4483.8701171875,6.274711028981191,1.0,-0.003708580927828109,-0.003708580927828109,0.9390831633718604,0.9366137180059073
2022-02-08,4521.5400390625,6.274711028981191,1.0,0.008366113466633962,0.008366113466633962,0.946939639671235,0.9444495346451507
2022-02-09,4587.18017578125,6.274711028981191,1.0,0.014412842079265076,0.014412842079265076,0.9605877311564126,0.9580617366398266
2022-02-10,4504.080078125,6.274711028981191,1.0,-0.01828182448505622,-0.01828182448505622,0.9430264348529127,0.9405466201247291
2022-02-11,4418.64013671875,6.274711028981191,1.0,-0.019151682638085532,-0.019151682638085532,0.9249658918532845,0.9225335697497763
2022-02-14,4401.669921875,6.274711028981191,1.0,-0.003847990755629027,-0.003847990755629027,0.9214066316521609,0.9189836691016217
2022-02-15,4471.06982421875,6.274711028981191,1.0,0.015643717646064204,0.015643717646064204,0.9358208568349383,0.9333599901423916
2022-02-16,4475.009765625,6.274711028981191,1.0,0.0008808197202831991,0.0008808197202831991,0.9366451463002908,0.9341821120278323
2022-02-17,4380.259765625,6.274711028981191,1.0,-0.021400504136936505,-0.021400504136936505,0.91660046797205,0.9141901438747286
2022-02-18,4348.8701171875,6.274711028981191,1.0,-0.007191961663865598,-0.007191961663865598,0.9100083125453137,0.9076153234064979
2022-02-22,4304.759765625,6.274711028981191,1.0,-0.010194735435016256,-0.010194735435016256,0.9007310185552486,0.8983624253076019
2022-02-23,4225.5,6.274711028981191,1.0,-0.01858373574878769,-0.01858373574878769,0.8839920713256815,0.8816674953890454
2022-02-24,4288.7001953125,6.274711028981191,1.0,0.014846105252724229,0.014846105252724229,0.8971159106591562,0.894756823823497
2022-02-25,4384.64990234375,6.274711028981191,1.0,0.022126080551265304,0.022126080551265304,0.9169655695622224,0.91455428538121
