Date,Close,Pred_Close,pred_ret,signal
2024-06-14,131.8309326171875,125.59642,-0.030605730165461874,-1
2024-06-17,130.93125915527344,129.13048,-0.020484226716014218,-1
2024-06-18,135.529541015625,130.64372,-0.0021960884127201112,0
2024-06-20,130.73133850097656,132.48378,-0.022473042301879385,-1
2024-06-21,126.52288818359375,132.02135,0.009867630513950858,0
2024-06-24,118.0660400390625,129.19589,0.021126645058180342,0
2024-06-25,126.04306030273438,123.20365,0.04351472605891044,1
2024-06-26,126.35296630859375,121.72704,-0.03424240208475226,-1
2024-06-27,123.94385528564453,123.356285,-0.0237167460402953,-1
2024-06-28,123.49402618408203,124.37645,0.003490244016691567,0
2024-07-01,124.25374603271484,124.28314,0.006389911562081965,0
2024-07-02,122.62434387207031,124.07406,-0.00144613346266993,0
2024-07-03,128.2322540283203,123.27168,0.005279040415195583,0
2024-07-05,125.78316497802734,124.8897,-0.02606639187922553,-1
2024-07-08,128.1522674560547,125.79225,7.224026274347652e-05,0
2024-07-09,131.33111572265625,126.80478,-0.010514744920782507,0
2024-07-10,134.85980224609375,128.69325,-0.020085591633518904,-1
2024-07-11,127.35259246826172,131.46397,-0.025180433238909585,-1
2024-07-12,129.19192504882812,130.53525,0.024990895534897136,0
2024-07-15,128.3922119140625,129.10866,-0.0006445233468159224,0
2024-07-16,126.3129653930664,127.91053,-0.003751643628142146,0
2024-07-17,117.94608306884766,126.55904,0.0019481045437471267,0
2024-07-18,121.04492950439453,122.34452,0.037291933615400674,1
2024-07-19,117.88611602783203,120.01068,-0.008544334374726808,0
2024-07-22,123.49402618408203,118.47935,0.005032239768013203,0
2024-07-23,122.54436492919922,120.38465,-0.02517834340719542,-1
2024-07-24,114.20747375488281,122.36802,-0.0014390365913373284,0
2024-07-25,112.23820495605469,119.6324,0.04750062828161072,1
2024-07-26,113.01791381835938,115.24932,0.026827906139544836,0
2024-07-29,111.5484619140625,112.93265,-0.0007544477720433626,0
2024-07-30,103.69139862060547,112.231026,0.006118988733920257,0
2024-07-31,116.9764404296875,108.97981,0.05100147236719724,1
2024-08-01,109.16935729980469,112.401024,-0.03911400063238896,-1
2024-08-02,107.23006439208984,113.39974,0.03875066164438915,1
2024-08-05,100.41261291503906,111.46509,0.039494739861851334,1
2024-08-06,104.21119689941406,106.33506,0.058981108375308726,1
2024-08-07,98.8731918334961,104.66085,0.004314830256889694,0
2024-08-08,104.9309310913086,103.229675,0.04406132115982499,1
2024-08-09,104.71101379394531,105.433136,0.004786052022949492,0
