Date,Actual_Close,Pred_Close,pred_ret,signal
2021-04-29,130.13058,128.77391,-0.01116616,0
2021-04-30,128.16129,128.97275,-0.0088975,0
2021-05-03,129.21413,129.04771,0.00691651,0
2021-05-04,124.64185,129.10669,-0.0008314659,0
2021-05-05,124.88558,128.94484,0.0345228,1
2021-05-06,126.48441,128.70003,0.030543521,1
2021-05-07,127.158264,128.49194,0.01587176,0
2021-05-10,123.877,128.33537,0.009257037,0
2021-05-11,122.95904,128.06284,0.033790268,1
2021-05-12,119.89264,127.712234,0.03865675,1
2021-05-13,122.04107,127.20201,0.060965978,1
2021-05-14,124.46293,126.73775,0.038484406,1
2021-05-17,123.310585,126.41948,0.015719946,0
2021-05-18,121.92387,126.13192,0.022879908,0
2021-05-19,121.76761,125.81651,0.031926867,1
2021-05-20,124.32623,125.5001,0.030652573,1
2021-05-21,122.49029,125.3147,0.0079505695,0
2021-05-24,124.12113,125.115845,0.021434817,0
2021-05-25,123.92583,125.00023,0.007082573,0
2021-05-26,123.877,124.92038,0.008025386,0
2021-05-27,122.34381,124.86281,0.007957969,0
2021-05-28,121.689514,124.75169,0.019681279,0
2021-06-01,121.36724,124.594055,0.023868458,0
2021-06-02,122.128944,124.40706,0.025046444,0
2021-06-03,120.64461,124.24873,0.017356975,0
2021-06-04,122.9395,124.0425,0.028164506,0
2021-06-07,122.949265,123.92973,0.008054648,0
2021-06-08,123.7696,123.8639,0.007439123,0
2021-06-09,124.150444,123.86354,0.0007589968,0
2021-06-10,123.15435,123.91295,-0.0019129647,0
2021-06-11,124.36527,123.940865,0.006386411,0
2021-06-14,127.42193,124.01544,-0.0028129285,0
2021-06-15,126.60163,124.24586,-0.024925625,-1
2021-06-16,127.09965,124.500275,-0.016598178,0
2021-06-17,128.70123,124.7817,-0.018237244,0
2021-06-18,127.402405,125.135895,-0.02770244,-1
2021-06-21,129.1993,125.44814,-0.015339285,0
2021-06-22,130.83987,125.80958,-0.026236344,-1
2021-06-23,130.56647,126.2475,-0.035099212,-1
2021-06-24,130.28325,126.68677,-0.029714365,-1
2021-06-25,129.9903,127.094475,-0.024475703,-1
2021-06-28,131.62115,127.4541,-0.01951064,0
2021-06-29,133.13478,127.84519,-0.028688114,-1
2021-06-30,133.75008,128.29538,-0.03634964,-1
2021-07-01,134.05276,128.77672,-0.037183966,-1
2021-07-02,136.67975,129.26251,-0.035734084,-1
2021-07-06,138.69147,129.84341,-0.05001717,-1
2021-07-07,141.18167,130.52628,-0.058873065,-1
2021-07-08,139.88286,131.33307,-0.06975836,-1
2021-07-09,141.70905,132.09949,-0.055642065,-1
2021-07-12,141.11334,132.89366,-0.06220763,-1
2021-07-13,142.22662,133.63084,-0.05302474,-1
2021-07-14,145.65436,134.35292,-0.05536026,-1
2021-07-15,145.00003,135.17757,-0.071929134,-1
2021-07-16,142.95905,135.97304,-0.06225511,-1
2021-07-19,139.11137,136.62645,-0.044296574,-1
2021-07-20,142.72466,137.01222,-0.01508972,0
2021-07-21,141.99223,137.40971,-0.037239127,-1
2021-07-22,143.35942,137.74608,-0.029904135,-1
2021-07-23,145.07817,138.09364,-0.0367313,-1
2021-07-26,145.49812,138.49829,-0.04535403,-1
2021-07-27,143.33012,138.92355,-0.045186628,-1
2021-07-28,141.58208,139.24242,-0.028519528,-1
2021-07-29,142.22662,139.42181,-0.015258026,0
2021-07-30,142.44148,139.55347,-0.018795053,0
2021-08-02,142.10944,139.65906,-0.019533811,0
2021-08-03,143.90628,139.72899,-0.016750805,0
2021-08-04,143.50586,139.8549,-0.028152881,-1
2021-08-05,143.61334,139.97914,-0.024575429,-1
2021-08-06,142.92871,140.10211,-0.024449194,-1
2021-08-09,142.87982,140.18835,-0.01917289,0
2021-08-10,142.40059,140.25134,-0.018396433,0
2021-08-11,142.65486,140.2782,-0.014904368,0
2021-08-12,145.61829,140.29732,-0.016526207,0
2021-08-13,145.82365,140.4384,-0.035571672,-1
2021-08-16,147.79929,140.63387,-0.035589486,-1
2021-08-17,146.88971,140.93289,-0.04645756,-1
2021-08-18,143.1439,141.22552,-0.0385608,-1
2021-08-19,143.47641,141.34276,-0.012582774,0
2021-08-20,144.93365,141.3916,-0.01453067,0
2021-08-23,146.42029,141.46353,-0.02394284,-1
2021-08-24,146.33224,141.6015,-0.03291065,-1
2021-08-25,145.0999,141.75697,-0.031266324,-1
2021-08-26,144.29794,141.86096,-0.02232212,-1
2021-08-27,145.33464,141.9031,-0.01659647,0
2021-08-30,149.75534,141.95859,-0.023229513,-1
2021-08-31,148.49371,142.20427,-0.050422717,-1
2021-09-01,149.15872,142.4659,-0.040593076,-1
2021-09-02,150.2737,142.75656,-0.0429218,-1
2021-09-03,150.90942,143.09447,-0.04777436,-1
2021-09-07,153.24692,143.46385,-0.049338017,-1
2021-09-08,151.70163,143.92934,-0.0608011,-1
2021-09-09,150.68446,144.34706,-0.048480485,-1
2021-09-10,145.69653,144.68175,-0.03983633,-1
2021-09-13,146.26378,144.74734,-0.0065148305,0
2021-09-14,144.86522,144.71173,-0.010611293,0
2021-09-15,145.75522,144.56137,-0.0020974549,0
2021-09-16,145.52048,144.39917,-0.009303602,0
2021-09-17,142.85046,144.22333,-0.008913863,0
2021-09-20,139.79906,143.93378,0.0075835455,0
2021-09-21,140.27824,143.47693,0.026308272,0
2021-09-22,142.6451,142.98598,0.019302588,0
2021-09-23,143.60356,142.59961,-0.00031887848,0
2021-09-24,143.6916,142.31783,-0.008953372,0
2021-09-27,142.17563,142.1045,-0.011045163,0
2021-09-28,138.79166,141.87265,-0.0021310158,0
2021-09-29,139.69145,141.50305,0.019535722,0
2021-09-30,138.3907,141.13173,0.010310417,0
2021-10-01,139.5154,140.71768,0.016814573,0
2021-10-04,136.08252,140.35437,0.006013487,0
2021-10-05,138.00931,139.88171,0.027918313,0
2021-10-06,138.8797,139.47102,0.010591429,0
2021-10-07,140.14137,139.14342,0.0018988927,0
2021-10-08,139.7599,138.92676,-0.008667069,0
2021-10-11,139.6719,138.75847,-0.007165391,0
2021-10-12,138.40047,138.62265,-0.0075122863,0
2021-10-13,137.81364,138.45691,0.0004078184,0
2021-10-14,140.60103,138.26355,0.0032645925,0
2021-10-15,141.6573,138.18959,-0.017150927,0
2021-10-18,143.3297,138.21774,-0.024280852,-1
2021-10-19,145.49113,138.36754,-0.034620587,-1
2021-10-20,145.98015,138.66302,-0.04693145,-1
2021-10-21,146.1953,139.03508,-0.04757543,-1
2021-10-22,145.42267,139.43816,-0.046219964,-1
2021-10-25,145.37375,139.80486,-0.038630933,-1
2021-10-26,146.03883,140.1363,-0.036027428,-1
2021-10-27,145.57916,140.46227,-0.03818552,-1
2021-10-28,149.21744,140.74663,-0.03319524,-1
2021-10-29,146.50829,141.1537,-0.05404017,-1
2021-11-01,145.68675,141.47366,-0.03436408,-1
2021-11-02,146.72346,141.70668,-0.027319381,-1
2021-11-03,148.16115,141.93063,-0.032665744,-1
2021-11-04,147.64282,142.19589,-0.040261943,-1
2021-11-05,148.17168,142.44092,-0.035233032,-1
2021-11-08,147.34895,142.6874,-0.037013035,-1
2021-11-09,147.7114,142.88487,-0.03029598,-1
2021-11-10,144.88074,143.06525,-0.03145423,-1
2021-11-11,144.8318,143.10431,-0.012261314,0
2021-11-12,146.90822,143.07559,-0.012125861,0
2021-11-15,146.91803,143.1013,-0.025913563,-1
2021-11-16,147.8975,143.14542,-0.025678357,-1
2021-11-17,150.33629,143.23814,-0.031503998,-1
2021-11-18,154.6263,143.45273,-0.045787748,-1
2021-11-19,157.25122,143.89508,-0.06940098,-1
2021-11-22,157.71158,144.53076,-0.08089259,-1
2021-11-23,158.09358,145.24611,-0.079039656,-1
2021-11-24,158.6127,145.98325,-0.076602325,-1
2021-11-26,153.58807,146.7167,-0.07500027,-1
2021-11-29,156.94763,147.19704,-0.041611545,-1
2021-11-30,161.90363,147.68295,-0.059030384,-1
2021-12-01,161.38455,148.3429,-0.08375804,-1
2021-12-02,160.3953,149.01666,-0.07663614,-1
2021-12-03,158.51471,149.62282,-0.067162044,-1
2021-12-06,161.92325,150.08795,-0.05316073,-1
2021-12-07,167.66284,150.6061,-0.069892086,-1
2021-12-08,171.4827,151.35095,-0.09728983,-1
2021-12-09,170.97337,152.3101,-0.11180482,-1
2021-12-10,175.76292,153.29372,-0.10340591,-1
2021-12-13,172.12915,154.43938,-0.12131994,-1
2021-12-14,170.74814,155.44096,-0.096951544,-1
2021-12-15,175.61601,156.27315,-0.08477393,-1
2021-12-16,168.72061,157.17938,-0.10498263,-1
2021-12-17,167.62367,157.77348,-0.06488317,-1
2021-12-20,166.26219,158.15567,-0.056483682,-1
2021-12-21,169.43565,158.35602,-0.047552444,-1
2021-12-22,172.03119,158.58383,-0.06404686,-1
2021-12-23,172.65804,158.90425,-0.07630557,-1
2021-12-27,176.6248,159.26817,-0.07755134,-1
2021-12-28,175.60622,159.79306,-0.09529659,-1
2021-12-29,175.69434,160.31607,-0.087070644,-1
2021-12-30,174.53859,160.8182,-0.084670514,-1
2021-12-31,173.92154,161.23671,-0.07621168,-1
2022-01-03,178.2703,161.56981,-0.07101898,-1
2022-01-04,176.00778,162.01862,-0.091163136,-1
2022-01-05,171.32596,162.39392,-0.07734806,-1
2022-01-06,168.466,162.53111,-0.051333994,-1
2022-01-07,168.6325,162.44193,-0.03575842,-1
2022-01-10,168.65208,162.25761,-0.037803467,-1
2022-01-11,171.4827,162.03156,-0.039255545,-1
2022-01-12,171.92346,161.90723,-0.055839278,-1
2022-01-13,168.65208,161.84666,-0.058612112,-1
2022-01-14,169.514,161.6873,-0.04129675,-1
2022-01-18,166.31114,161.53342,-0.047079243,-1
2022-01-19,162.81453,161.25761,-0.030385984,-1
2022-01-20,161.12985,160.8035,-0.012351675,0
2022-01-21,159.07298,160.2254,-0.0056131715,0
2022-01-24,158.29924,159.53401,0.0028982235,0
2022-01-25,156.49707,158.79361,0.003123006,0
2022-01-26,156.4089,157.99254,0.009555886,0
2022-01-27,155.9486,157.20238,0.0050730635,0
2022-01-28,166.83034,156.43797,0.0031380847,0
2022-01-31,171.18886,156.17566,-0.063865356,-1
2022-02-01,171.02237,156.32417,-0.086832084,-1
2022-02-02,172.22711,156.65543,-0.08400622,-1
2022-02-03,169.34747,157.11867,-0.08772396,-1
2022-02-04,169.06313,157.50798,-0.069912426,-1
2022-02-07,168.3472,157.84184,-0.06637333,-1
2022-02-08,171.45602,158.1037,-0.06084746,-1
2022-02-09,172.878,158.44492,-0.07588598,-1
2022-02-10,168.79831,158.85455,-0.08111762,-1
2022-02-11,165.38545,159.10579,-0.05742072,-1
2022-02-14,165.62085,159.13928,-0.037767347,-1
2022-02-15,169.45537,159.08162,-0.039483134,-1
2022-02-16,169.22,159.13376,-0.06091049,-1
2022-02-17,165.62085,159.21304,-0.059135787,-1
2022-02-18,164.07133,159.15523,-0.039038695,-1
2022-02-22,161.14883,158.98048,-0.031028276,-1
2022-02-23,156.98087,158.6407,-0.0155640775,0
2022-02-24,159.59933,158.07239,0.006953218,0
2022-02-25,161.66862,157.53653,-0.012924898,0
2022-02-28,161.9334,157.11731,-0.028152125,-1
2022-03-01,160.05043,156.78061,-0.031820405,-1
2022-03-02,163.3456,156.42503,-0.02265159,-1
2022-03-03,163.02199,156.22174,-0.043612167,-1
2022-03-04,160.02104,156.08246,-0.042568058,-1
2022-03-07,156.22572,155.8617,-0.025992503,-1
2022-03-08,154.4016,155.46631,-0.0048610093,0
2022-03-09,159.80525,154.94035,0.0034893248,0
2022-03-10,155.46075,154.6037,-0.032549325,-1
2022-03-11,151.74388,154.17984,-0.00823947,0
2022-03-14,147.71321,153.59344,0.01218872,0
2022-03-15,152.09697,152.7985,0.03442672,1
2022-03-16,156.51013,152.13263,0.0002344543,0
2022-03-17,157.52023,151.73343,-0.030520087,-1
2022-03-18,160.8154,151.51715,-0.038109913,-1
2022-03-21,162.18835,151.54213,-0.057664067,-1
2022-03-22,165.56201,151.73863,-0.064429544,-1
2022-03-23,166.92519,152.15253,-0.08099373,-1
2022-03-24,170.71071,152.70468,-0.085190885,-1
2022-03-25,171.34818,153.45453,-0.101084344,-1
2022-03-28,172.21112,154.28183,-0.09960039,-1
2022-03-29,175.5063,155.14096,-0.09912345,-1
2022-03-30,174.33926,156.10538,-0.11054261,-1
2022-03-31,171.24025,157.01318,-0.0993814,-1
2022-04-01,170.94603,157.72215,-0.078942284,-1
2022-04-04,174.99634,158.2917,-0.07402528,-1
2022-04-05,171.68156,158.92477,-0.091839425,-1
2022-04-06,168.5139,159.40425,-0.071512125,-1
2022-04-07,168.8179,159.66165,-0.05253127,-1
2022-04-08,166.80748,159.81483,-0.05333005,-1
2022-04-11,162.55122,159.82126,-0.04188194,-1
2022-04-12,164.4244,159.58363,-0.01825634,0
2022-04-13,167.1115,159.32288,-0.03102652,-1
2022-04-14,162.10011,159.1634,-0.047561597,-1
2022-04-18,161.88437,158.84679,-0.02006986,-1
2022-04-19,164.16939,158.4748,-0.0210618,-1
2022-04-20,164.00264,158.1873,-0.0364385,-1
2022-04-21,163.20828,157.94136,-0.036958426,-1
2022-04-22,158.66765,157.6971,-0.0337678,-1
2022-04-25,159.73663,157.28331,-0.008724768,0
2022-04-26,153.77396,156.86488,-0.01797803,0
2022-04-27,153.54842,156.2149,0.015873615,0
2022-04-28,160.48195,155.49025,0.012646392,0
2022-04-29,154.60753,155.05034,-0.033845615,-1
2022-05-02,154.91159,154.50818,-0.0006425947,0
2022-05-03,156.40225,153.97546,-0.006042974,0
2022-05-04,162.81604,153.53664,-0.018322088,0
2022-05-05,153.74454,153.43005,-0.0576478,-1
2022-05-06,154.47134,153.09969,-0.004194306,0
2022-05-09,149.3445,152.73683,-0.011228699,0
2022-05-10,151.75078,152.1605,0.018855797,0
2022-05-11,143.88382,151.6219,-0.00084925914,0
2022-05-12,140.0142,150.78923,0.047992963,1
2022-05-13,144.48294,149.70937,0.06924412,1
2022-05-16,142.94096,148.7556,0.029572068,0
2022-05-17,146.57492,147.82887,0.0341953,1
2022-05-18,138.30528,147.12009,0.0037193676,0
2022-05-19,134.89726,146.19391,0.05703778,1
2022-05-20,135.13293,145.08534,0.07552473,1
2022-05-23,140.55438,143.95815,0.065307625,1
2022-05-24,137.85349,143.10664,0.018158533,0
2022-05-25,138.01062,142.30298,0.032276973,1
2022-05-26,141.21242,141.5811,0.025871055,0
2022-05-27,146.96779,141.07733,-0.000956616,0
2022-05-31,146.182,140.95163,-0.040935222,-1
2022-06-01,146.05437,140.9774,-0.035603598,-1
2022-06-02,148.50974,141.08264,-0.03404024,-1
2022-06-03,142.78383,141.33519,-0.04831027,-1
2022-06-06,143.53029,141.39886,-0.009699726,0
2022-06-07,146.05437,141.41664,-0.014726142,0
2022-06-08,145.31776,141.51697,-0.031066509,-1
2022-06-09,140.09277,141.6138,-0.025488723,-1
2022-06-10,134.6812,141.48077,0.009907723,0
2022-06-13,129.52492,141.0193,0.047060054,1
2022-06-14,130.38919,140.20317,0.08244169,1
2022-06-15,133.01154,139.29329,0.068288624,1
2022-06-16,127.737404,138.4842,0.041144338,1
2022-06-17,129.21063,137.5222,0.07660088,1
2022-06-21,133.44366,136.60765,0.057247754,1
2022-06-22,132.93295,135.94121,0.018716088,0
2022-06-23,135.80083,135.39865,0.018548435,0
2022-06-24,139.13026,135.07689,-0.0053308806,0
2022-06-27,139.13026,135.02542,-0.029503597,-1
2022-06-28,134.98561,135.10953,-0.028899081,-1
2022-06-29,136.74367,135.0823,0.0007163352,0
2022-06-30,134.2785,135.09396,-0.012064207,0
2022-07-01,136.44902,135.01236,0.00546518,0
2022-07-05,139.03204,134.9909,-0.01068615,0
2022-07-06,140.36775,135.10797,-0.02822423,-1
2022-07-07,143.7365,135.3413,-0.03580921,-1
2022-07-08,144.41417,135.7681,-0.05543755,-1
2022-07-11,142.28293,136.29434,-0.056225974,-1
2022-07-12,143.2553,136.75278,-0.038867287,-1
2022-07-13,142.89188,137.2054,-0.04223157,-1
2022-07-14,145.81865,137.61429,-0.036934134,-1
2022-07-15,147.48828,138.10896,-0.052871745,-1
2022-07-18,144.44368,138.68549,-0.059684712,-1
2022-07-19,148.3035,139.13747,-0.036735516,-1
2022-07-20,150.30704,139.68114,-0.058139965,-1
2022-07-21,152.57579,140.31805,-0.06645719,-1
2022-07-22,151.33829,141.06174,-0.07546449,-1
2022-07-25,150.21863,141.76239,-0.063274786,-1
2022-07-26,148.89279,142.3623,-0.05229926,-1
2022-07-27,153.99008,142.82701,-0.04073925,-1
2022-07-28,154.54013,143.42117,-0.0686337,-1
2022-07-29,159.60791,144.05571,-0.06784271,-1
2022-08-01,158.62578,144.89226,-0.09219877,-1
2022-08-02,157.15257,145.73015,-0.08129593,-1
2022-08-03,163.16328,146.46773,-0.067990266,-1
2022-08-04,162.849,147.37642,-0.09675501,-1
2022-08-05,162.62279,148.2909,-0.08939634,-1
2022-08-08,162.15071,149.15213,-0.08283376,-1
2022-08-09,162.19989,149.9228,-0.07541074,-1
2022-08-10,166.44864,150.6102,-0.07145314,-1
2022-08-11,165.71101,151.3952,-0.090438925,-1
2022-08-12,169.26147,152.14146,-0.08188683,-1
2022-08-15,170.33348,152.97797,-0.096203275,-1
2022-08-16,170.17615,153.84781,-0.09678468,-1
2022-08-17,171.67104,154.6778,-0.09107241,-1
2022-08-18,171.27763,155.50568,-0.094164744,-1
2022-08-19,168.69098,156.2664,-0.08764268,-1
2022-08-22,164.80618,156.84714,-0.070210285,-1
2022-08-23,164.47176,157.15448,-0.046428494,-1
2022-08-24,164.76683,157.30457,-0.04357703,-1
2022-08-25,167.22562,157.37642,-0.044853758,-1
2022-08-26,160.92134,157.50064,-0.05815482,-1
2022-08-29,158.71825,157.37462,-0.022040099,-1
2022-08-30,156.28902,157.05789,-0.010461019,0
2022-08-31,154.62686,156.56592,0.0017717256,0
2022-09-01,155.35468,155.94601,0.008531201,0
2022-09-02,153.24013,155.32469,-0.00019300044,0
2022-09-06,151.98126,154.64081,0.009140429,0
2022-09-07,153.38766,153.91272,0.012708524,0
2022-09-08,151.91241,153.26062,-0.00082825875,0
2022-09-09,154.77441,152.61285,0.0046108114,0
2022-09-12,160.73447,152.1248,-0.01711919,0
2022-09-13,151.30264,151.98318,-0.054445583,-1
2022-09-14,152.74838,151.61247,0.002047748,0
2022-09-15,149.85689,151.24042,-0.009872217,0
2022-09-16,148.21442,150.76175,0.006038171,0
2022-09-19,151.93207,150.19325,0.013351171,0
2022-09-20,154.31215,149.76898,-0.0142371915,0
2022-09-21,151.1846,149.52634,-0.03101384,-1
2022-09-22,150.22078,149.2494,-0.012800219,0
2022-09-23,147.94887,148.94118,-0.008518143,0
2022-09-26,148.28326,148.54115,0.0040033096,0
2022-09-27,149.25693,148.13644,-0.0009901325,0
2022-09-28,147.3686,147.78923,-0.00983336,0
2022-09-29,140.12997,147.405,0.00024694685,0
2022-09-30,135.9206,146.71973,0.047026,1
2022-10-03,140.10052,145.75821,0.072377674,1
2022-10-04,143.69032,144.89226,0.034202106,1
2022-10-05,143.98534,144.2536,0.0039200843,0
2022-10-06,143.03133,143.76224,-0.0015494546,0
2022-10-07,137.77939,143.33075,0.0020934101,0
2022-10-10,138.10396,142.7312,0.035940155,1
2022-10-11,136.68771,142.10841,0.028995952,0
2022-10-12,136.05826,141.44197,0.03478189,1
2022-10-13,140.6316,140.76222,0.034573164,1
2022-10-14,136.09764,140.30891,-0.002294597,0
2022-10-17,140.06114,139.7824,0.027074337,0
2022-10-18,141.37909,139.43314,-0.004483799,0
2022-10-19,141.48726,139.23811,-0.015143512,0
2022-10-20,141.025,139.13455,-0.016628401,0
2022-10-21,144.84097,139.0657,-0.013893208,0
2022-10-24,146.98505,139.18835,-0.039026376,-1
2022-10-25,149.82738,139.48595,-0.051019475,-1
2022-10-26,146.8867,139.9775,-0.06574155,-1
2022-10-27,142.41176,140.41058,-0.04408922,-1
2022-10-28,153.1713,140.6112,-0.012643284,0
2022-10-31,150.81087,141.16391,-0.07839188,-1
2022-11-01,148.16522,141.73065,-0.060209293,-1
2022-11-02,142.63794,142.1709,-0.04045702,-1
2022-11-03,136.58939,142.29651,-0.0023936876,0
2022-11-04,136.32341,142.011,0.039692804,1
2022-11-07,136.85535,141.53319,0.03821631,1
2022-11-08,137.42676,140.99745,0.030266302,1
2022-11-09,132.86555,140.47536,0.022183448,0
2022-11-10,144.68724,139.78203,0.052056182,1
2022-11-11,147.47513,139.56154,-0.03542608,-1
2022-11-14,146.07626,139.67583,-0.052885536,-1
2022-11-15,147.81007,139.88954,-0.042352684,-1
2022-11-16,146.57864,140.22916,-0.051288232,-1
2022-11-17,148.47995,140.56177,-0.04104879,-1
2022-11-18,149.04153,140.96361,-0.050621934,-1
2022-11-21,145.81026,141.40051,-0.051267736,-1
2022-11-22,147.94801,141.69357,-0.028233157,-1
2022-11-23,148.82475,142.00188,-0.040190715,-1
2022-11-25,145.9088,142.33252,-0.043623343,-1
2022-11-28,142.07661,142.52873,-0.023165608,-1
2022-11-29,139.07195,142.49045,0.0029127498,0
2022-11-30,145.83,142.21547,0.022603583,0
2022-12-01,146.10583,142.13089,-0.025365919,-1
2022-12-02,145.61322,142.13368,-0.027186818,-1
2022-12-05,144.45076,142.15811,-0.023727987,-1
2022-12-06,140.78609,142.14478,-0.01596381,0
2022-12-07,138.84534,141.95912,0.0083320355,0
2022-12-08,140.52994,141.62262,0.020002708,0
2022-12-09,140.04723,141.30267,0.005498726,0
2022-12-12,142.34259,140.97812,0.006646993,0
2022-12-13,143.30803,140.76686,-0.011069979,0
2022-12-14,141.08163,140.658,-0.018491806,0
2022-12-15,134.47133,140.50842,-0.0040629786,0
2022-12-16,132.51088,140.06741,0.04161545,1
2022-12-19,130.4027,139.43475,0.05225136,1
2022-12-20,130.33374,138.64606,0.06321466,1
2022-12-21,133.43695,137.81491,0.057400107,1
2022-12-22,130.2648,137.13457,0.02771059,0
2022-12-23,129.9003,136.41356,0.04720199,1
2022-12-27,128.09749,135.70107,0.044655524,1
2022-12-28,124.16678,134.94936,0.053489476,1
2022-12-29,127.68375,134.04561,0.07956097,1
2022-12-30,127.99898,133.27438,0.043785036,1
2023-01-03,123.21121,132.61017,0.036025215,1
2023-01-04,124.48204,131.81999,0.0698701,1
2023-01-05,123.16197,131.07579,0.05296949,1
2023-01-06,127.69359,130.32796,0.058183424,1
2023-01-09,128.21571,129.82071,0.01665801,0
2023-01-10,128.78711,129.47226,0.00980025,0
2023-01-11,131.50607,129.24954,0.0035906767,0
2023-01-12,131.42728,129.22635,-0.017335504,0
2023-01-13,132.75717,129.29897,-0.016193831,0
2023-01-17,133.91963,129.48122,-0.024676295,-1
2023-01-18,133.2005,129.76242,-0.031042583,-1
2023-01-19,133.25963,130.0482,-0.023665812,-1
2023-01-20,135.82098,130.3297,-0.021986641,-1
2023-01-23,139.01283,130.71042,-0.037627213,-1
2023-01-24,140.41173,131.25798,-0.055785153,-1
2023-01-25,139.75166,131.91779,-0.06049311,-1
2023-01-26,141.8205,132.57137,-0.05137898,-1
2023-01-27,143.76117,133.28464,-0.06018776,-1
2023-01-30,140.87474,134.07336,-0.06738819,-1
2023-01-31,142.14554,134.72911,-0.04362478,-1
2023-02-01,143.26857,135.34976,-0.04780858,-1
2023-02-02,148.57849,135.96588,-0.050972022,-1
