Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2000-01-03,0.8392807245254517,0.8434979867180743,0.7624285589347508,0.7863278462464374,535796800
2000-01-04,0.7685210108757019,0.8294397720920569,0.7586799976027944,0.8116328797203661,512377600
2000-01-05,0.7797669172286987,0.8289711831558944,0.7722696339123498,0.7778925838863705,778321600
2000-01-06,0.7122870683670044,0.8022603624677898,0.7122870683670044,0.7957002216670689,767972800
2000-01-07,0.7460272312164307,0.7572740285853968,0.7160364556228138,0.7235337365843949,460734400
2000-01-10,0.7329064011573792,0.7666458537675348,0.7104128988523117,0.7647715203745259,505064000
2000-01-11,0.6954175233840942,0.7450903895368407,0.6785478210752376,0.7193168147332129,441548800
2000-01-12,0.6537110805511475,0.7160364068483461,0.648555827442937,0.7122868906963679,976068800
2000-01-13,0.7254082560539246,0.7404036737716203,0.6935431373060943,0.708420980609943,1032684800
2000-01-14,0.7530560493469238,0.7666456765597951,0.7450901718076475,0.7497759791805775,390376000
2000-01-18,0.7792983651161194,0.7947631792200993,0.7530561969473147,0.7572742602940278,459177600
2000-01-19,0.798980176448822,0.8153813269245683,0.7750808938368537,0.7919506400314014,597643200
2000-01-20,0.8509959578514099,0.9109775115778158,0.8509959578514099,0.8659913212565362,1831132800
2000-01-21,0.8345951437950134,0.856619303064625,0.8261598663188481,0.856619303064625,495924800
2000-01-24,0.7966373562812805,0.8453721655045664,0.7882020320899191,0.8130384579047755,440876800
2000-01-25,0.8416234254837036,0.8481844661908706,0.7675836012113953,0.7872648213208211,497145600
2000-01-26,0.8261594176292419,0.8561502421483886,0.8228793979998735,0.8247536806300994,367158400
2000-01-27,0.8247537016868591,0.8472472461005454,0.8022602073261206,0.8158498328805613,340144000
2000-01-28,0.7619595527648926,0.8313135974467176,0.75446227409222,0.8111638382688242,423348800
2000-01-31,0.7778924703598022,0.7788296619206735,0.7085384428959342,0.7572741559147218,701680000
2000-02-01,0.7516502737998962,0.7872649030262232,0.7497759908638814,0.779766770223073,318035200
2000-02-02,0.7408721446990967,0.7657085717049097,0.7272824667837268,0.7553998150129182,464195200
2000-02-03,0.7746123671531677,0.7816419037428499,0.7516502253631562,0.7521188210934405,475193600
2000-02-04,0.809758722782135,0.8247540924768043,0.7769555569841252,0.7792984865212853,425320000
2000-02-07,0.8552134037017822,0.8566191913339984,0.7942946382619371,0.8097586525870847,441067200
2000-02-08,0.8613057136535645,0.8706772292851623,0.8341263562459356,0.8547446716734484,408643200
2000-02-09,0.8444350957870483,0.8781753963596155,0.8430294084309012,0.8556818960132114,299364800
2000-02-10,0.8509959578514099,0.8538074320744011,0.8247537465482615,0.8463101007424907,302982400
2000-02-11,0.8153815269470215,0.8556819198679352,0.8116328603829203,0.851933253303834,212251200
2000-02-14,0.8683341145515442,0.8688027102270446,0.8144440602276894,0.8195984624993574,367539200
2000-02-15,0.8922333717346191,0.8992629073195263,0.863648335531787,0.8641169311950921,485744000
2000-02-16,0.855681836605072,0.8856734686357892,0.840686471066331,0.8828611931654474,378246400
2000-02-17,0.8613057136535645,0.8659914714693634,0.8481846307525135,0.863648592561464,289497600
2000-02-18,0.834126353263855,0.8650542767711855,0.8313140276629422,0.8594313273699622,233441600
2000-02-22,0.8533389568328857,0.8767696471681904,0.7999174353471263,0.8256910545676807,422296000
2000-02-23,0.8716142177581787,0.8922334293335809,0.832250978228756,0.8490040000411123,473099200
2000-02-24,0.8637653589248657,0.8931708731990531,0.8378750140872658,0.8795811938208743,376432000
2000-02-25,0.8275651335716248,0.8772380266680019,0.8256908509890886,0.8608368778266007,249144000
2000-02-28,0.849121630191803,0.8622427116702888,0.8125699102151474,0.825690991693633,328328000
2000-02-29,0.859431266784668,0.8791124892547891,0.8439665052738433,0.8514645380922728,368961600
2000-03-01,0.9770515561103821,0.9901726373490048,0.888484858385111,0.8889534541285039,1077003200
2000-03-02,0.9147269129753113,0.9592446045119772,0.9048859029952266,0.9522158694018957,311259200
2000-03-03,0.9597132205963135,0.9614708800975212,0.8997316636084323,0.9362825322950715,323366400
2000-03-06,0.9423753619194031,0.9681489393565065,0.9372201058598685,0.944718241503413,210560000
2000-03-07,0.9212872385978699,0.955496132227407,0.9081661562549157,0.9479979990666102,273011200
2000-03-08,0.9147269129753113,0.9292537797307481,0.8889533492813098,0.9212870523972683,271230400
2000-03-09,0.9166016578674316,0.9372199763968869,0.8866108212371401,0.9062920481260047,276718400
2000-03-10,0.9428439736366272,0.9592451320586536,0.9072292802699824,0.9123845364157942,248606400
2000-03-13,0.9095719456672668,0.9484665970015508,0.8959822675106451,0.9156642914933911,303956800
2000-03-14,0.8566190004348755,0.9315968267591447,0.8547446173429636,0.9088689807635514,428579200
2000-03-15,0.8716142177581787,0.9016058437341703,0.855681663859598,0.8669284610344106,443609600
2000-03-16,0.9114460945129395,0.9147269652585925,0.8584931770339193,0.8795809852637834,378100800
2000-03-17,0.9372196793556213,0.9372196793556213,0.8969192457566731,0.9006688124018505,305043200
2000-03-20,0.9222242832183838,0.9465920608902566,0.9175384262426106,0.925973749625006,204489600
2000-03-21,1.011729121208191,1.0253186991401133,0.9119156173571735,0.9189443538423382,524328000
2000-03-22,1.0810832977294922,1.0824898861753796,0.9864242299081125,0.9955623998805578,567996800
2000-03-23,1.0595272779464722,1.1274755478540917,1.0496862689631754,1.0646816297819752,562564800
2000-03-24,1.0398452281951904,1.0792084620781033,1.0159459502990553,1.0679616665166018,446913600
2000-03-27,1.0464063882827759,1.085301034742101,1.0262557710417628,1.0318796204850265,279182400
2000-03-28,1.0431263446807861,1.0646818486890555,1.0281300798256832,1.029067271299699,202966400
2000-03-29,1.019227147102356,1.04546931143531,1.0034113138766183,1.045000815764693,239836800
2000-03-30,0.9428439736366272,1.032348602257432,0.9405009939074586,1.0014198683491244,414400000
2000-03-31,1.0182898044586182,1.0290671042365516,0.944717682938878,0.9554958836698019,404633600
2000-04-03,0.9995450377464294,1.0459378175524172,0.9704914013507338,1.0159461888367685,328563200
2000-04-04,0.954558789730072,0.9972021003902264,0.8753637124115781,0.9943906262436887,660329600
2000-04-05,0.9775213599205017,0.9962653976764893,0.9297228723819624,0.9482325621156752,457665600
2000-04-06,0.9386261105537415,1.008448763887183,0.9240984442430537,0.9793951330658479,259627200
2000-04-07,0.9878295063972473,0.9887665975387481,0.940968942969418,0.954090020856266,242435200
2000-04-10,0.9372196793556213,0.9953278516598223,0.9353453965625399,0.9873611237037365,212262400
2000-04-11,0.895513653755188,0.9362825873009702,0.8852040461868174,0.9259738806858084,541822400
2000-04-12,0.8191299438476562,0.8922334788528975,0.7863276928957925,0.8922334788528975,941136000
2000-04-13,0.8533389568328857,0.8997317417158537,0.8135071136123869,0.8360006624253662,529827200
2000-04-14,0.838811993598938,0.8847353239405777,0.8172555899946735,0.8195985184792557,667620800
2000-04-17,0.9287854433059692,0.9292540391248987,0.8177243801416909,0.8210053016686094,409561600
2000-04-18,0.9512786269187927,0.9512786269187927,0.8950448449294134,0.9259736602724095,390924800
2000-04-19,0.9081661701202393,0.9765830574706358,0.897856562210963,0.946123730486032,520150400
2000-04-20,0.8912959694862366,0.9353450525776451,0.8777062980427778,0.9273791283983398,722120000
2000-04-24,0.9034804105758667,0.9034804105758667,0.8603684968206352,0.8622427798708141,443620800
2000-04-25,0.962056040763855,0.9653369111931734,0.9151954727322376,0.9156640684019647,391641600
2000-04-26,0.9095719456672668,0.9597132962386957,0.8997317345232066,0.9494036884634274,366912000
2000-04-27,0.9503411650657654,0.9522163496110811,0.8740751512176724,0.8786441867193435,326603200
2000-04-28,0.9301908016204834,0.9559644634979851,0.9095716919278869,0.9531529896848321,249580800
2000-05-01,0.9320654273033142,0.9381577730186847,0.9137899918517989,0.9362825890698798,226195200
2000-05-02,0.8837981820106506,0.9465921125562585,0.8809867077140927,0.9240986163834373,236432000
2000-05-03,0.8627113103866577,0.9091032910490977,0.8369377430930836,0.8917649478493096,489798400
2000-05-04,0.8299083113670349,0.8641172071971897,0.8289711197410824,0.863180015571237,399515200
2000-05-05,0.8481845259666443,0.860368415756954,0.8301424886240873,0.8308453321884434,284076800
2000-05-08,0.8256910443305969,0.8524017546893544,0.8247538527669336,0.8404521117760354,184900800
2000-05-09,0.790544867515564,0.8341261694239686,0.7863276563941121,0.8270966333214352,327140800
2000-05-10,0.7446215152740479,0.7872648264975322,0.7404034530983861,0.7802352901381923,535091200
2000-05-11,0.7708636522293091,0.7816418538676254,0.7422786137646032,0.7600855006439409,499744000
2000-05-12,0.8069468140602112,0.8285023662103286,0.7855071845367431,0.7947629255546056,306913600
2000-05-15,0.7572742104530334,0.8102270890975409,0.7507132183659804,0.8102270890975409,678932800
2000-05-16,0.7924191355705261,0.8177241020338789,0.7703950394653079,0.7836328418214125,440451200
2000-05-17,0.7600857615470886,0.7774240586774973,0.7525876271317937,0.7769554628162653,398092800
2000-05-18,0.755399763584137,0.786796279045718,0.7544625720967892,0.7722694606211593,373777600
2000-05-19,0.7047898173332214,0.7441530636314116,0.7001031588504985,0.7441530636314116,740667200
2000-05-22,0.6743295788764954,0.7029154722507035,0.6448073448703084,0.7029154722507035,755507200
2000-05-23,0.6434015035629272,0.7001030336269639,0.641995766544918,0.678547531766406,517585600
2000-05-24,0.6574596762657166,0.6729236332260449,0.6223136506483635,0.646212930049104,678462400
2000-05-25,0.6542965173721313,0.694714480915366,0.6448073775481137,0.6635522602544593,406750400
2000-05-26,0.6476187109947205,0.6738608703529483,0.6391842889338398,0.6598025992984387,181148800
